url,status_code,content_length,num_links,num_forms,num_inputs,contains_js,num_query_params,avg_param_name_len,server_header_len
https://owasp.org/assets/archive/OWASP_Testing_Guide_v3.pdf,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Testing_Guide_v4.pdf,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_EU_Summit_2008_OWASP_Testing_Guide_v3.ppt,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Testing_Guide_v2.pdf,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Testing_Guide_v2_doc.zip,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Testing_Guide_v2_spanish_doc.zip,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Web_Application_Penetration_Checklist_v1_1.pdf,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/assets/archive/OWASP_Testing_Guide_v1.pdf,404,29351,20,0,0,1,0,0.0,0
https://owasp.org/donate?reponame=www-project-samm&title=OWASP+SAMM,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/donate?reponame=www-project-owtf&title=OWASP+OWTF,200,42859,17,1,8,1,2,6.5,0
https://owasp.org/www-community/initiatives/gsoc/gsoc2025ideas,200,65151,46,0,0,1,0,0.0,0
